NAME,ADM0NAME,POP_MAX,lon,lat
Tokat,Turkey,129702,36.5630045,40.3059962
Erzincan,Turkey,129407,39.4927726,39.7526498
Idlib,Syria,128840,36.6316552,35.9297048
Larissa,Greece,128758,22.4200162,39.6304092
Karabük,Turkey,128564,32.600015,41.2000033
Cambridge,United Kingdom,128488,0.1166231,52.2003913
Besançon,France,128426,6.0300089,47.229997
Al Hasakah,Syria,128100,40.7500085,36.4832886
Elbląg,Poland,127558,19.40319282719829,54.15391939807562
Panevežys,Lithuania,127405,24.3700264,55.7400202
Gafsa,Tunisia,126803,8.7800219,34.4204429
Edirne,Turkey,126470,26.5699955,41.6704397
Tarragona,Spain,126291,1.2499906,41.1203699
Leeuwarden,Netherlands,125778,5.7833573,53.2503788
Zlín,Czechia,124610,17.6500232,49.2304175
Lysychansk,Ukraine,124421,38.4273596,48.9204106
Drohobych,Ukraine,124269,23.4993819,49.344364
Siracusa,Italy,123657,15.2899605,37.0703587
Guelma,Algeria,123590,7.4279975,36.4660021
Maastricht,Netherlands,122378,5.6770025,50.8529971
Tekirdağ,Turkey,122287,27.5099898,40.9908688
Aalborg,Denmark,122219,9.9165934,57.0337138
Sassari,Italy,120729,8.5700089,40.7300061
Karaman,Turkey,120399,33.2150162,37.1815405
Manbij,Syria,120169,37.9563289,36.5266451
Larache,Morocco,120082,-6.1600222,35.2004212
Tetovo,North Macedonia,119132,20.9700789,42.0092304
Udine,Italy,119009,13.2400081,46.0700161
Pleven,Bulgaria,118675,24.6133707,43.4237693
Zielona Góra,Poland,118433,15.5000252,51.9504065
Berdyansk,Ukraine,118284,36.7868396,46.7568217
Ourense,Spain,118107,-7.8699954,42.3299601
Setúbal,Portugal,117974,-8.90001,38.5299595
Vyborg,Russia,117201,28.7549267,60.7038774
Jaén,Spain,116400,-3.7999854,37.7703935
Nizhyn,Ukraine,116288,31.8902909,51.0540788
Cherkessk,Russia,116224,42.0600061,44.290409
Yelets,Russia,115919,38.5000166,52.5800063
Nabeul,Tunisia,115149,10.7300321,36.4603443
Botoșani,Romania,114783,26.6596541,47.7484149
Kamyanets-Podilskyy,Ukraine,114658,26.5808992,48.684301
Maribor,Slovenia,114228,15.6500419,46.5404783
Siirt,Turkey,114034,41.9329986,37.9440001
Kecskemét,Hungary,113895,19.7000272,46.9000429
Bærum,Norway,113659,11.3472365,59.9134861
Exeter,United Kingdom,113118,-3.5299502,50.7004053
Satu Mare,Romania,112490,22.8850025,47.7919982
Mazyr,Belarus,112137,29.2721561,52.0459562
Zwolle,Netherlands,111805,6.0969965,52.5240001
Daugavpils,Latvia,111564,26.5099991,55.8799599
Algeciras,Spain,111027,-5.4526598397379855,36.131881591291716
Volos,Greece,110632,22.9500097,39.3699599
Bouïra,Algeria,110144,3.9000097,36.3804783
Bataysk,Russia,109962,39.7448502,47.1368244
Szombathely,Hungary,109518,16.6287418,47.2253461
Szolnok,Hungary,109261,20.1793778,47.1863562
Sergiyev Posad,Russia,109252,38.1700109,56.33001
Kaposvár,Hungary,108528,17.7999882,46.3670264
Mascara,Algeria,108230,0.1400325,35.400409
Barletta,Italy,107830,16.270004,41.319996
Trento,Italy,107808,11.1199825,46.0804289
Rimnicu Vilcea,Romania,107558,24.3829986,45.109998
Koszalin,Poland,107450,16.1833333,54.2
Obninsk,Russia,107392,36.620028,55.080448
Luxembourg,Luxembourg,107260,6.1300028,49.6116604
Västerås,Sweden,107194,16.5576798129634,59.60908375716462
Pardubice,Czechia,107064,15.7600093,50.0404197
Elista,Russia,106971,44.2087121,46.3286566
Coimbra,Portugal,106582,-8.4166803,40.2003744
Drobeta-Turnu Severin,Romania,106578,22.6658927,44.6458911
Namur,Belgium,106284,4.870028,50.4703935
Suceava,Romania,105796,26.2593168,47.6376982
Annecy,France,105749,6.1166703,45.8999748
Lugano,Switzerland,105388,8.9666772,46.0003821
Yevpatoriya,Russia,105223,33.3630692,45.1968911
Pec,Kosovo,105163,20.3107393,42.6603276
Focșani,Romania,105112,27.186547,45.6965505
Cottbus,Germany,105067,14.3299674,51.7704175
Prijedor,Bosnia and Herzegovina,104858,16.7000036,44.9803927
Jena,Germany,104712,11.5800061,50.9304429
Gera,Germany,104659,12.070002,50.8703691
Brindisi,Italy,104437,17.9300061,40.6403475
Al Qamishli,Syria,104107,41.2299792,37.0300252
Konotop,Ukraine,103547,33.2090218,51.2423877
Velikiye Luki,Russia,103149,30.5200386,56.3199589
Piatra-Neamt,Romania,102688,26.3829966,46.9400041
Grudziądz,Poland,102443,18.7500077,53.4803906
Liberec,Czechia,102175,15.0799991,50.7999599
Maladzyechna,Belarus,101300,26.8653263,54.3187891
Olomouc,Czechia,101268,17.256795794370266,49.58666133426005
Vanadzor,Armenia,101098,44.4882816,40.8127659
Tartu,Estonia,101092,26.7098836,58.3839415
Novara,Italy,100910,8.61998,45.4500023
Oum el Bouaghi,Algeria,100821,7.1499965,35.8499972
Ancona,Italy,100507,13.4999406,43.6003736
Lida,Belarus,100216,25.2846476,53.8884794
Subotica,Serbia,100000,19.6800284,46.0700161
Novoshakhtinsk,Russia,99478,39.9199816,47.7699898
Tuapse,Russia,99145,39.064375,44.1147608
Giresun,Turkey,98864,38.3900045,40.9130011
České Budějovice,Czechia,98851,14.460037,48.9800193
Lahti,Finland,98826,25.6649344,60.9938597
Örebro,Sweden,98573,15.2199906,59.2803467
Jyväskylä,Finland,98136,25.7499939,62.2603457
Balashov,Russia,98107,43.1630912,51.5535057
Flensburg,Germany,97930,9.4333154,54.7837478
Zheleznogorsk,Russia,97900,35.4043916,52.3547746
Slavonski Brod,Croatia,97718,18.0155822,45.1602783
L'Ariana,Tunisia,97687,10.1999975,36.8666732
Bafra,Turkey,97452,35.9068933,41.568172
Târgu Jiu,Romania,97179,23.2740006,45.045
Shostka,Ukraine,96825,33.4796512,51.8734086
Linköping,Sweden,96732,15.6299397,58.4100122
Schwerin,Germany,96641,11.4166986,53.6333041
Bolu,Turkey,96629,31.6061222,40.736259
Sliven,Bulgaria,96368,26.3300101,42.6793703
Bolzano,Italy,95895,11.3600195,46.5004291
Catanzaro,Italy,95251,16.6000097,38.9003762
Hradec Králové,Czechia,95195,15.8120015,50.2059962
Osijek,Croatia,95077,18.6800378,45.5503837
Dobrich,Bulgaria,94831,27.8399955,43.5850515
Prešov,Slovakia,94718,21.2393648,48.9997339
Kırşehir,Turkey,94336,34.1710026,39.1419992
Usti Nad Labem,Czechia,94105,14.0810046,50.6629982
Samandagi,Turkey,93638,35.9332999,36.1170577
Michurinsk,Russia,93499,40.4999979,52.8999868
Nazran,Russia,93357,44.7830015,43.2330031
Polatlı,Turkey,93262,32.1472261,39.5841588
Bath,United Kingdom,93238,-2.3500222,51.3837486
Kineshma,Russia,92983,42.129976,57.4699662
Rosenheim,Germany,92809,12.1333056,47.8503467
Tulcea,Romania,92475,28.7966813,45.1993457
Santiago de Compostela,Spain,92430,-8.5410914,42.882898
Calais,France,92201,1.8333142,50.9504159
Ereğli,Turkey,92117,34.0516577,37.5062752
Kuopio,Finland,91900,27.6949397,62.8942863
Arezzo,Italy,91589,11.8749751,43.4617257
Helsingborg,Sweden,91304,12.723269742553532,56.041291180968074
Mons,Belgium,91277,3.9390036,50.4459991
Niğde,Turkey,91039,34.6940016,37.9760041
Lüleburgaz,Turkey,90899,27.3552189,41.4066573
Drammen,Norway,90722,10.199231839963424,59.738481129257444
Klagenfurt,Austria,90610,14.3100203,46.6203443
Gatchina,Russia,90486,30.1333439,59.5706649
Limerick,Ireland,90054,-8.6230502,52.664704
Yegoryevsk,Russia,89795,39.02939,55.3847964
Jönköping,Sweden,89780,14.1650162,57.7713432
Vlorë,Albania,89546,19.4982308,40.47736
Chester,United Kingdom,89531,-2.9029645759748974,53.18632509137432
Norrköping,Sweden,88639,16.1786918,58.5954273
Brovary,Ukraine,88506,30.7809012,50.4943197
Târgoviște,Romania,88435,25.4590025,44.9379991
Yozgat,Turkey,87881,34.8149975,39.8179981
Madinat ath Thawrah,Syria,87880,38.5480757,35.8366614
Ağrı,Turkey,87854,43.0513151,39.7198352
Yeysk,Russia,87814,38.2633903,46.6987891
Çanakkale,Turkey,87791,26.4063879,40.1459332
Uman,Ukraine,87658,30.2109102,48.7542967
Žilina,Slovakia,87625,18.7493876,49.2198238
Shumen,Bulgaria,87283,26.9293534,43.2700061
Bitola,North Macedonia,86528,21.3395137,41.039057
Ioanina,Greece,86304,20.8508614,39.6679004
Lorca,Spain,86119,-1.6985116,37.6885639
Shchekino,Russia,86088,37.5142887,54.0143374
Poitier,France,85960,0.3332765,46.5832923
Versailles,France,85416,2.1333475,48.8004696
Liepaga,Latvia,85132,21.0100248,56.5099732
Lorient,France,84952,-3.3665752,47.7504045
Londonderry/Derry,United Kingdom,83652,-7.3332839,55.0003754
Reșița,Romania,83324,21.8865087,45.2969625
Izmayil,Ukraine,83194,28.8373506,45.3503443
Amasya,Turkey,82896,35.8330476,40.65368
Wiener Neustadt,Austria,82762,16.2499536,47.8159819
Muş,Turkey,82536,41.4969397,38.7490159
Pernik,Bulgaria,82467,23.0227185,42.6099947
Gießen,Germany,82358,8.650004,50.5837199
Banská Bystrica,Slovakia,82336,19.1499833,48.7332902
Kilis,Turkey,82301,37.1199975,36.7204059
Fier,Albania,82297,19.5730026,40.730004
Polatsk,Belarus,82258,28.7859843,55.4893895
Qasserine,Tunisia,81987,8.829993,35.1803965
Sukhumi,Georgia,81546,41.0200179,43.0200214
Béziers,France,81438,3.2099743,43.3504922
Bistrița,Romania,81318,24.5130036,47.1380041
Abu Kamal,Syria,80808,40.9186287,34.4504153
Klin,Russia,80778,36.6987312,56.3430583
Bingöl,Turkey,80568,40.4980026,38.885004
Khaskovo,Bulgaria,79699,25.5632869,41.9437822
Kropotkin,Russia,79599,40.5821118,45.4470825
Yalta,Russia,79509,34.159403,44.4993109
Inowrocław,Poland,79007,18.2499865,52.7799424
Slatina,Romania,78988,24.3710016,44.4349981
Kupyansk,Ukraine,78870,37.5980562,49.7217829
Hania,Greece,78728,24.0155778,35.5122109
Biel,Switzerland,78708,7.2500378,47.16659
Ceuta,Spain,78674,-5.3069994,35.8889838
Umeå,Sweden,78197,20.2399943,63.8299915
Marsala,Italy,77784,12.4386617,37.8054043
Hakkâri,Turkey,77699,43.7408337,37.5744365
Kars,Turkey,77486,43.0974621,40.6084632
Söke,Turkey,77341,27.4102543,37.7512215
La Rochelle,France,76997,-1.1499921,46.166651
Pori,Finland,76772,21.7749393,61.4788947
Kasserine,Tunisia,76243,8.7166985,35.2167031
Kamensk Shakhtinskiy,Russia,75814,40.251796,48.3317643
Galway,Ireland,75594,-9.0488123,53.272393
Nevşehir,Turkey,75527,34.7239985,38.624004
Agrinio,Greece,75233,21.4077266,38.6217627
Greenock,United Kingdom,74635,-4.7500308,55.93329
Toledo,Spain,74632,-4.0167164,39.8670355
Karlstad,Sweden,74141,13.4999406,59.3671373
Sundsvall,Sweden,73389,17.3166585,62.4000529
Skien,Norway,73330,9.6000236,59.1999898
Roanne,France,73315,4.0666662,46.0333258
Călărași,Romania,73224,27.3259183,44.2062797
Tatvan,Turkey,73222,42.2815946,38.5065759
Korosten,Ukraine,72984,28.6500236,50.9504159
Guadalajara,Spain,72850,-3.1665874,40.6337071
Georgievsk,Russia,72649,43.4699458,44.1599001
Carlisle,United Kingdom,72633,-2.9299868,54.8799951
Bourges,France,72340,2.3999979,47.0837268
Esbjerg,Denmark,72205,8.4500162,55.4670394
Chalkida,Greece,71842,23.6123982,38.4639946
Kalamata,Greece,71823,22.1141951,37.0389136
Vratsa,Bulgaria,71633,23.5625305,43.2099839
Monastir,Tunisia,71546,10.7672946,35.7307021
Çankırı,Turkey,71379,33.6210036,40.607001
Mardin,Turkey,71373,40.7427221,37.3115068
Kovel,Ukraine,71301,24.7166202,51.2170663
Asti,Italy,71276,8.2099792,44.9299823
Zadar,Croatia,71258,15.2622619,44.1201351
Saint Gallen,Switzerland,70572,9.3619986,47.4229981
Scarborough,United Kingdom,70571,-0.4299844,54.2803935
Tatabánya,Hungary,70541,18.4329996,47.5499972
Kastamonu,Turkey,70402,33.7830035,41.3890022
Trnava,Slovakia,69785,17.6000004,48.3665943
Ouezzane,Morocco,69658,-5.5700066,34.8103416
Vaslui,Romania,69225,27.7333386,46.6333291
Hasselt,Belgium,69222,5.338536386219118,50.92883816466403
Giurgiu,Romania,69067,25.96632527518501,43.90180698686904
Potenza,Italy,69060,15.7989965,40.6420021
Ayr,United Kingdom,69042,-4.6166797,55.4503996
Ragusa,Italy,68956,14.7299947,36.9300314
Gävle,Sweden,68635,17.1666418,60.6669804
Borisoglebsk,Russia,68597,42.0887382,51.3687108
L'Aquila,Italy,68503,13.3900248,42.3503982
Deva,Romania,67802,22.9166736,45.883323
Jelgava,Latvia,67207,23.7128055,56.6527035
Narva,Estonia,66980,28.160286,59.3776276
Apatity,Russia,66907,33.3930415,67.5730705
Aleksin,Russia,66885,37.094366,54.5143327
Klintsy,Russia,66336,32.2448429,52.7652405
Burdur,Turkey,66158,30.2833355,37.7166601
Alba Lulia,Romania,66085,23.5800006,46.0770031
Békéscsaba,Hungary,65206,21.1010046,46.6720021
Borås,Sweden,65008,12.939247443030592,57.717756121714984
Tikhoretsk,Russia,64387,40.1377461,45.8531043
Arras,France,64165,2.7833337,50.2833248
Zrenjanin,Serbia,64053,20.3994677,45.3786371
Kristiansand,Norway,63814,7.9749838798265404,58.14561960901902
Rzhev,Russia,63414,34.3274548,56.2574046
Cahul,Moldova,63407,28.1944441,45.9078813
Zalău,Romania,63232,23.0630045,47.1750031
Balakhna,Russia,63083,43.5943827,56.494341
Bitlis,Turkey,62811,42.1229976,38.3940001
Assen,Netherlands,62237,6.5500026,53.0000011
Tikhvin,Russia,62075,33.5143778,59.6448464
Veszprém,Hungary,62023,17.9109996,47.0909971
Labinsk,Russia,61945,40.7442724,44.6347807
Zalaegerszeg,Hungary,61898,16.8399996,46.844001
Benevento,Italy,61791,14.7499934,41.1337024
Troyes,France,61703,4.0833577,48.3403943
Vyska,Russia,61664,42.1643925,55.3247225
Pula,Croatia,61599,13.8480847,44.8687199
Stralsund,Germany,61368,13.1000166,54.3004181
Civitavecchia,Italy,61316,11.7999926,42.1004134
Portimão,Portugal,61226,-8.533314,37.1337398
Coburg,Germany,61054,10.9666068,50.2666075
Salsk,Russia,61000,41.5420015,46.4775106
Cherbourg,France,60991,-1.6499874,49.6503919
Shuya,Russia,60705,41.3642863,56.8543449
Sfintu-Gheorghe,Romania,60677,25.7930015,45.8679961
Crotone,Italy,60010,17.123337,39.0833366
Linares,Spain,59761,-3.6333547,38.0833201
Växjö,Sweden,59600,14.8167077,56.8836971
Béja,Tunisia,59567,9.1900227,36.7304053
Lappeenranta,Finland,59276,28.1833337,61.0670593
Kavala,Greece,59240,24.4017604,40.9412111
Mikhaylovka,Russia,58898,43.2174548,50.0678599
Solnechnogorsk,Russia,58891,36.9808846,56.1806909
Korçë,Albania,58259,20.7666635,40.616676
Agen,France,58223,0.6333357,44.2004144
Kırklareli,Turkey,58223,27.2259996,41.7429992
Borovichi,Russia,57887,33.8974035,58.3978166
Vaasa,Finland,57014,21.6000146,63.0999844
Roslavl,Russia,56971,32.8604126,53.9509046
Rodos,Greece,56969,28.2225044,36.441224
Eger,Hungary,56647,20.3830026,47.8950031
Tikrit,Iraq,56591,43.6769616,34.5970471
Hof,Germany,56153,11.916678,50.3170437
Seres,Greece,55886,23.5497147,41.0859792
Ełk,Poland,55769,22.3499947,53.8337024
Halmstad,Sweden,55657,12.8555871,56.6717721
Évora,Portugal,55620,-7.9059956,38.5599961
Gelendzhik,Russia,55508,38.0643843,44.5747585
Vyazma,Russia,55500,34.2917981,55.2121971
Brive,France,55448,1.5333325,45.1504081
Tadmur,Syria,55111,38.2833374,34.5504092
Karlovac,Croatia,55063,15.5477742,45.4872093
Tarbes,France,54854,0.0833435,43.23329
Ajaccio,France,54364,8.7282938,41.9270648
Aveiro,Portugal,54162,-8.6509975,40.6410031
Illichivsk,Ukraine,54102,30.666593,46.3000021
Andorra,Andorra,53998,1.5265942551654812,42.5107534941671
Jihlava,Czechia,53921,15.5833276,49.4003813
Severomorsk,Russia,53921,33.4230656,69.0730565
Vyshnniy Volochek,Russia,53800,34.5630993,57.5830343
Joensuu,Finland,53388,29.7666479,62.599989
Katerini,Greece,53293,22.5024918,40.2723338
St.-Brieuc,France,53223,-2.7833033,48.5166626
Turnovo,Bulgaria,53115,25.6555293,43.0862447
Alexandroupoli,Greece,52979,25.8744098,40.8486194
Livny,Russia,52915,37.6043607,52.4247962
Slobozia,Romania,52693,27.3819966,44.5699981
Siena,Italy,52625,11.3499943,43.3170317
Tromsø,Norway,52436,18.9920252,69.6350762
Mérida,Spain,52423,-6.3379975,38.912004
Kimry,Russia,52070,37.3443766,56.8691244
Emden,Germany,51526,7.2166548,53.3666767
Jendouba,Tunisia,51408,8.7499986,36.5000041
Vejle,Denmark,51177,9.5349965,55.709001
Kyustendil,Bulgaria,51067,22.6911108,42.2842782
Campobasso,Italy,50762,14.6559966,41.5629991
Xanthi,Greece,50570,24.8835868,41.1417898
Passau,Germany,50560,13.4411788,48.5754623
Ad Nabk,Syria,50178,36.7333028,34.0170309
Monchegorsk,Russia,49868,32.8287349,67.9291211
Morshansk,Russia,49350,41.8043628,53.4547333
Alexandria,Romania,49346,25.329884897537326,43.97437013604364
Ruzayevka,Russia,49311,44.924379,54.0643343
Waterford,Ireland,49275,-7.1119279,52.2582947
Larnaka,Cyprus,48947,33.6359976,34.9170031
Luleå,Sweden,48638,22.1583783,65.5966348
Torzhok,Russia,48546,34.9787329,57.0290629
Muğla,Turkey,48183,28.3638912,37.2163705
Belaya Kalitva,Russia,48098,40.7861303,48.1865019
El Kef,Tunisia,47979,8.7147546,36.1826351
Ålesund,Norway,47772,6.263280014851641,62.45979913939814
Mtsensk,Russia,47609,36.5471643,53.2647449
Montana,Bulgaria,47445,23.2370016,43.414002
Gryazi,Russia,47413,39.9343477,52.4947661
Hämeenlinna,Finland,47261,24.4719995,60.9969961
Lamia,Greece,47246,22.4340036,38.8989992
Poti,Georgia,47149,41.671606,42.1556555
Sandnes,Norway,46911,5.6900297,58.845412
Berat,Albania,46866,19.9719996,40.709997
Kokkola,Finland,46714,23.1166662,63.8332988
Safonovo,Russia,46637,33.2161014,55.1464905
Mikkeli,Finland,46550,27.2850035,61.6899962
Middelburg,Netherlands,46485,3.6099995,51.5019962
Östersund,Sweden,46178,14.6499996,63.1833126
Kohtla-Järve,Estonia,46060,27.283337,59.3999776
Mahdia,Tunisia,45977,11.0408766,35.483913
Nevers,France,45929,3.1666695,46.9837329
Apsheronsk,Russia,45876,39.7287272,44.4687185
Mozdok,Russia,45702,44.6543697,43.7543176
Volkhov,Russia,45673,32.338739,59.9290926
Komatini,Greece,45631,25.4167026,41.1333031
Yefremov,Russia,45497,38.1215385,53.1491189
Olbia,Italy,45366,9.5150719,40.9142849
Shebekino,Russia,45194,36.8943782,50.4143504
Chernyakhovsk,Russia,45187,21.8108545,54.6316382
Inverness,United Kingdom,45158,-4.2332664,57.467124
Leiria,Portugal,45112,-8.8049965,39.738996
Trollhättan,Sweden,44543,12.2999621,58.2671011
Zvolen,Slovakia,44502,19.1332401,48.5837386
Roskilde,Denmark,44285,12.0833345,55.649974
Pärnu,Estonia,44192,24.5135835,58.3747431
Timashevsk,Russia,44024,38.9443823,45.6247461
Voznesensk,Ukraine,43996,31.3333223,47.550365
Dzhankoy,Russia,43879,34.4000085,45.7170402
Novozybkov,Russia,43534,31.9448612,52.5348153
Sovetsk,Russia,43309,21.8819612,55.0717664
Vichy,France,43158,3.4166801,46.117145
Ventspils,Latvia,42884,21.5605855,57.3898678
Famagusta,Northern Cyprus,42526,33.9500101,35.1250252
Dieppe,France,42461,1.0833341,49.9337337
Lovec,Bulgaria,42211,24.7190046,43.1379991
Sokol,Russia,42174,40.1143884,59.4647799
Sdid Bouzid,Tunisia,42098,9.5000045,35.0166961
Miercurea Cuic,Romania,42029,25.5240005,46.3609981
Uryupinsk,Russia,41644,42.0030586,50.7734499
Auxerre,France,41516,3.5665934,47.8004273
Lushnjë,Albania,41469,19.7160035,40.9400011
Faro,Portugal,41355,-7.9332732,37.0170803
Zelenokumsk,Russia,41306,43.8787064,44.4091097
Bastia,France,41001,9.4500069,42.7031673
Frolovo,Russia,40882,43.6517952,49.7721932
Haugesund,Norway,40321,5.2774967,59.4119149
Bilecik,Turkey,40285,29.9829966,40.149999
Luga,Russia,40114,29.8389949,58.7363489
Pogradec,Albania,40000,20.6640006,40.8999961
Alekseyevka,Russia,39848,38.6930798,50.6534831
Perth,United Kingdom,39654,-3.4363752200061097,56.3926089503458
Salgótarján,Hungary,39640,19.8260016,48.1050001
Bogoroditsk,Russia,39553,38.1143554,53.7746879
Borlänge,Sweden,39422,15.4166711,60.4833224
Kirov,Russia,39319,34.3048205,54.0851858
Vichuga,Russia,39071,41.9287479,57.2191288
Tønsberg,Norway,38914,10.4210015,59.2640011
Dundalk,Ireland,38884,-6.395592071318646,53.99979607515591
Millerovo,Russia,38527,40.3974202,48.9378514
Kerkira,Greece,38517,19.9147428,39.615423
Tskhinvali,Georgia,38502,43.9750313,42.2324984
Rēzekne,Latvia,38340,27.3165649,56.5000255
Chur,Switzerland,38293,9.5000297,46.8500202
Razgrad,Bulgaria,38285,26.5359966,43.533999
Kandalaksha,Russia,38126,32.4143933,67.1643358
Uglich,Russia,37732,38.3300012,57.5243557
Šibenik,Croatia,37112,15.9058333,43.7272222
Dubrovnik,Croatia,36994,18.0913916,42.6609477
Moss,Norway,36901,10.6691573,59.436978
Kasimov,Russia,36663,41.39307,54.9434538
Serdobsk,Russia,36652,44.2217863,52.4621841
Drogheda,Ireland,36533,-6.350462402562247,53.70888678916407
Falun,Sweden,36477,15.6470046,60.613002
Dover,United Kingdom,36384,1.3000134,51.1337122
Monaco,Monaco,36371,7.4069132,43.7396457
Vaduz,Liechtenstein,36281,9.5166695,47.1337238
Slantsy,Russia,36209,28.0746582,59.1115973
Blagodarnyy,Russia,35995,43.4343925,45.1047262
Paphos,Cyprus,35961,32.4224567,34.7559152
Valuyki,Russia,35887,38.0986975,50.2090916
Douglas,Isle of Man,35854,-4.480269097598402,54.14912168202999
Beja,Portugal,35854,-7.8630024,38.0140021
Vác,Hungary,35293,19.1332401,47.7836583
Karlskrona,Sweden,35212,15.590754198529854,56.1627806414939
Kalmar,Sweden,35024,16.3665873,56.6670178
Sinop,Turkey,34834,35.1530015,42.022998
Viborg,Denmark,34831,9.3999841,56.433337
Rovaniemi,Finland,34781,25.7159391,66.5000352
Bezhetsk,Russia,34736,36.6899979,57.7647286
Bragança,Portugal,34375,-6.7550034,41.807997
Kondopoga,Russia,34360,34.2886975,62.2087209
Staraya Russa,Russia,34303,31.3543546,57.9947663
Szekszárd,Hungary,34174,18.7129986,46.3439971
Bodø,Norway,34073,14.4292849,67.2764346
Aosta,Italy,34062,7.3150026,45.7370011
Vibo Valentia,Italy,33957,16.1000402,38.666592
Schaffhausen,Switzerland,33863,8.6329985,47.7060031
Rostov,Russia,33803,39.4043025,57.1891565
Dyatkovo,Russia,33527,34.3391853,53.5891437
Castelo Branco,Portugal,33479,-7.4879996,39.8109961
Segezha,Russia,33354,34.3243025,63.7547764
Kotovsk,Russia,33077,41.5043811,52.5947341
Fribourg,Switzerland,32827,7.1499965,46.8000001
Artvin,Turkey,32272,41.8179965,41.1830011
Gümüşhane,Turkey,32250,39.4839996,40.4640001
Kristianstad,Sweden,32188,14.1332869,56.0336715
Guarda,Portugal,32111,-7.2620005,40.5410041
Izaz,Syria,31534,37.0440848,36.588786
Sasovo,Russia,31325,41.9086975,54.349149
Skellefteå,Sweden,31311,20.9500284,64.7720787
Neuchâtel,Switzerland,31270,6.9229986,46.9989991
Kouvola,Finland,31133,26.7090035,60.8760001
Dumfries,United Kingdom,31044,-3.5500007,55.0670897
Arendal,Norway,30916,8.7660006,58.4647561
Svetogorsk,Russia,30115,28.9176558,61.1013208
Kirovsk,Russia,29605,33.6687353,67.609089
San Marino,San Marino,29579,12.4417702,43.9360958
Hamar,Norway,29479,11.0690016,60.8200021
Santarém,Portugal,29385,-8.6820026,39.2310001
Mitilini,Greece,29328,26.5546476,39.1104151
Svendborg,Denmark,29180,10.616654,55.0704228
Tunceli,Turkey,29062,39.5333015,39.1167
Tripoli,Greece,28970,22.3793986,37.5091433
Hillerød,Denmark,28313,12.3166985,55.9332991
Sion,Switzerland,28045,7.3539995,46.239003
Örnsköldsvik,Sweden,27749,18.7166764,63.3180072
Nyköping,Sweden,27582,16.996082309454142,58.75198993360234
Atkarsk,Russia,27554,44.9961059,51.8764575
Savonlinna,Finland,27353,28.8833427,61.8666229
Siliana,Tunisia,26960,9.3833016,36.0833041
Bregenz,Austria,26928,9.7667016,47.5166971
Hios,Greece,26891,26.1358101,38.3681089
Kyrenia,Northern Cyprus,26701,33.3330036,35.3259991
Buy,Russia,26486,41.5243798,58.4846847
Tralee,Ireland,26384,-9.7166527,52.2666921
Viseu,Portugal,26364,-7.9100004,40.6569961
Velsk,Russia,26300,42.0974198,61.0673952
Arlon,Belgium,26179,5.8167005,49.6833031
Nelidovo,Russia,25349,32.7730794,56.2235049
Bologoye,Russia,25142,34.051761,57.8721639
Covilhã,Portugal,24828,-7.4999921,40.2833409
Frederikshavn,Denmark,24103,10.5332999,57.4336894
Lgov,Russia,23500,35.2743737,51.6947632
Gjirokastër,Albania,23437,20.1490026,40.0789981
Zug,Switzerland,23435,8.4870006,47.178999
Dubăsari,Moldova,23254,29.1608333,47.2630556
Gjøvik,Norway,22719,10.7000081,60.8000214
Onega,Russia,22693,38.0771484,63.9271432
Kemi,Finland,22641,24.5816931,65.733312
Visby,Sweden,22593,18.3000093,57.6336513
Pirgos,Greece,22399,21.4499979,37.6837321
Frauenfeld,Switzerland,21979,8.904888469310368,47.55261942265613
Vannersborg,Sweden,21835,12.3300006,58.3630021
Kilkenny,Ireland,21589,-7.2522553,52.6545496
Krujë,Albania,21286,19.7970036,41.5189982
Omagh,United Kingdom,21056,-7.3000043,54.6000122
Penzance,United Kingdom,20812,-5.5500336,50.1337215
Artashat,Armenia,20562,44.5505556,39.9538889
Mo i Rana,Norway,20409,14.1666699,66.3166097
Viljandi,Estonia,20309,25.59,58.3638889
Sligo,Ireland,20228,-8.4833171,54.267061
Narvik,Norway,20000,17.2899934,68.3831502
Lillehammer,Norway,19542,10.5000203,61.1332827
Harstad,Norway,19433,16.5155704,68.7879059
Kos,Greece,19244,27.2888147,36.8937287
Polyarnyy,Russia,19200,33.4502474,69.2052189
Ashtarak,Armenia,18779,44.3591667,40.3016667
Lezhë,Albania,18695,19.6540025,41.7879991
Molde,Norway,18594,7.1833235,62.7483004
Kiruna,Sweden,18154,20.2166365,67.8500045
Kirsanov,Russia,17975,42.7174336,52.6573918
Kukës,Albania,17832,20.4339965,42.0830011
Härnösand,Sweden,17016,17.9340036,62.633997
Vila Real,Portugal,17001,-7.7370025,41.2939981
Zaghouan,Tunisia,16911,10.1469966,36.3999962
Bellinzona,Switzerland,16572,9.0199986,46.1970001
Akureyri,Iceland,16563,-18.1000169,65.6665719
Kamenka,Russia,16560,44.0443811,53.1947233
Sparti,Greece,16187,22.4296797,37.0737177
Nikel,Russia,15866,30.2188167,69.4125706
Portalegre,Portugal,15581,-7.4230015,39.2900041
Viana Do Castelo,Portugal,15555,-8.8441375,41.6962351
Aarau,Switzerland,15501,8.0340036,47.3900041
Herisau,Switzerland,15438,9.2833025,47.383299
Burrel,Albania,15405,20.0160005,41.6259991
Sarandë,Albania,15147,19.9999986,39.8770021
Mariestad,Sweden,14891,13.8279966,58.7050021
