Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,23.9898,24.0642,22.5975,22.5364,23.0097,22.3986,20.8288,20.4074
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,6.99679935322086,7.10487156775908,6.75452909895075,6.83055960433407,7.09101986590062,6.98907452004835,6.53950474604507,6.44935787372249
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,0.0294,0.0253,0.0186,0.0226,0.0079,0.0146,0.0123,0.0107
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,1.1779,1.0376,0.8695,0.9017,0.9448,0.9072,0.8154,0.8072
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,0.9915,1.0319,0.8823,1.1754,1.4429,1.3229,1.1613,1.1299
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,2.1849,2.3908,2.2946,1.4083,1.6492,1.6012,1.2285,1.2013
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,1.1741,1.3214,1.2629,1.5654,1.6666,1.2694,1.3741,1.3873
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,14.6522,14.5016,13.2511,13.823,13.1144,13.2648,12.1261,11.6928
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,3.7762,3.752,4.0147,3.6363,4.1802,4.0146,4.1074,4.1743
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,0.0037,0.0037,0.0037,0.0038,0.0038,0.0038,0.0038,0.0038
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,0,0,0,0,0,0,0,..
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,-6.398,-6.398,-6.398,-6.398,-6.398,-6.398,-6.398,..
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,0,0,0,0,..,..,..,..
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,0,0,0,0,..,..,..,..
Bosnia and Herzegovina,BIH,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,-6.398,-6.398,-6.398,-6.398,-6.398,-6.398,-6.398,..
Bosnia and Herzegovina,BIH,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,0.5055,0.5239,0.5855,0.5612,0.6049,0.6529,0.6754,0.7107
Bosnia and Herzegovina,BIH,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,5.9458,6.2162,5.9748,5.9363,5.4804,5.7615,5.5084,5.3636
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,1.5063,1.4894,1.4621,1.4555,1.158,1.2074,1.1141,1.0398
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,0.1722,0.4179,0.4275,0.4523,0.4361,0.4671,0.4445,0.4439
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,3.399,3.4139,3.1958,3.1227,2.9573,3.1397,2.9903,2.9101
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,0.0021,0.0025,0.0018,0.0019,0.002,0.0021,0.0016,0.0016
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,0.0015,0.0017,0.0017,0.0016,0.0017,0.0015,0.0013,0.0013
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,0.0048,0.0051,0.005,0.0052,0.0054,0.0051,0.0049,0.0048
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,0.0126,0.0121,0.0121,0.0118,0.0132,0.0122,0.0124,0.0126
Bosnia and Herzegovina,BIH,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,0.8473,0.8736,0.8688,0.8855,0.9067,0.9265,0.9392,0.9494
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.0255,0.0254,0.0272,0.0244,0.0282,0.0272,0.0278,0.0282
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,0.1447,0.1457,0.1503,0.1508,0.1512,0.1516,0.153,0.1544
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.4369,0.4338,0.3971,0.4101,0.3886,0.3921,0.3562,0.3434
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,0.0862,0.0935,0.0913,0.0933,0.0977,0.097,0.0914,0.0913
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.0037,0.0042,0.0034,0.0037,0.0042,0.0041,0.0031,0.003
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.002,0.0016,0.0013,0.0012,0.0013,0.0012,0.001,0.001
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,0.0343,0.0725,0.0715,0.0768,0.076,0.0829,0.0813,0.0817
Bosnia and Herzegovina,BIH,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,0.6778,0.6749,0.6531,0.6806,0.5095,0.5042,0.473,0.442
Bosnia and Herzegovina,BIH,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,25.4542,25.8579,24.155,24.0769,23.9537,23.6753,21.8014,..
Bosnia and Herzegovina,BIH,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,9.28992539990585,9.52344257454975,9.13247605090131,9.23664031904476,9.35364249268161,9.38382464813739,8.85361183244466,8.73087581808408
Bosnia and Herzegovina,BIH,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,31.8522,32.2559,30.553,30.4749,30.3517,30.0733,28.1994,27.6267
Bosnia and Herzegovina,BIH,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,30.9018207776211,32.4989922059154,26.7157922521039,26.6019532713554,..,..,..,..
Bosnia and Herzegovina,BIH,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.9552350286901,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,13.4018384258943,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,63.1747795055999,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,96.3436551597196,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0407444347386291,0.0434298030572453,0.0294234699513077,0.0247446332541281,0.0409789332692792,..,..,..
Bosnia and Herzegovina,BIH,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,4.86,7.53,7.61,5.92,8.35,6.16,9.15,..
Bosnia and Herzegovina,BIH,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1966.74296405564,2205.40019359849,2157.71633026544,2152.73018925591,2267.26088940872,2270.72637629896,2171.0481914264,..
Bosnia and Herzegovina,BIH,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,6,6.41,6.02,6.1,5.89,5.53,..,..
Bosnia and Herzegovina,BIH,Firms adopting energy management measures to reduce emissions (% of firms),IC.FRM.ENGM.ZS,..,..,..,..,..,..,7.061014652,..
Bosnia and Herzegovina,BIH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0,0,0,0,0,0,0,..
Bosnia and Herzegovina,BIH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,18.5,35.4,36.8,37.7,36.6,..,..,..
Bosnia and Herzegovina,BIH,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,4237254437.56976,4857048011.90113,4752742051.62196,4809259625.969,5870686124.74798,6051045002.3288,6545428456.61874,6641168445.48796
Bosnia and Herzegovina,BIH,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,100,100,100,..
Bosnia and Herzegovina,BIH,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,20.6004218614954,20.6536044647578,20.7111862026541,20.8094031676675,20.97601736379,21.0673832622181,21.0391949371836,21.0308582016703
Bosnia and Herzegovina,BIH,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Urban population,SP.URB.TOTL,1662631,1658679,1654869,1648721,1638352,1635139,1642406,1649286
Bosnia and Herzegovina,BIH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.4918401819106,48.971927825824,49.4650440037758,49.9710852122997,50.4899479477034,51.0215287060993,51.5657239834305,52.1224302754935
Bosnia and Herzegovina,BIH,Urban population growth (annual %),SP.URB.GROW,-0.316765999645651,-0.237978500359108,-0.22996508148154,-0.372201580556775,-0.63089772531694,-0.196304253274821,0.443442388022525,0.418022707993025
Bosnia and Herzegovina,BIH,Forest area (% of land area),AG.LND.FRST.ZS,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,42.7326171875,..
Bosnia and Herzegovina,BIH,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.623304729989487,0.573284897980651,0.547685201989734,0.5690925119238,0.471634730600031,..,..,..
Bosnia and Herzegovina,BIH,Land area (sq. km),AG.LND.TOTL.K2,51200,51200,51200,51200,51200,51200,51200,..
Bosnia and Herzegovina,BIH,Forest area (sq. km),AG.LND.FRST.K2,21879.1,21879.1,21879.1,21879.1,21879.1,21879.1,21879.1,..
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,66.9664453125,66.15234375,65.34244140625,64.44041015625,63.37708984375,62.5937890625,62.20845703125,..
Bosnia and Herzegovina,BIH,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1.4,1.4,1.4,3.6,4,4.1,4.1,9.5
Bosnia and Herzegovina,BIH,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,1.4,1.4,1.4,3.6,4,4.1,4.1,9.5
Bosnia and Herzegovina,BIH,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.515625,43.18359375,43.28125,43.7890625,44.19921875,21.81640625,21.73828125,..
Bosnia and Herzegovina,BIH,Agricultural land (sq. km),AG.LND.AGRI.K2,22280,22110,22160,22420,22630,11170,11130,..
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,..
Bosnia and Herzegovina,BIH,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,..
Bosnia and Herzegovina,BIH,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3864.45870454011,3898.73043991733,3735.12979845065,3513.72346484109,3835.85723720279,3773.08800980529,3676.52483946208,..
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.24409895306594,3.82900399349064,2.88585242083978,-3.01509335460439,7.39164256472846,4.22681333390325,1.99439414850893,2.9715174617652
Bosnia and Herzegovina,BIH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,5070,5720,6180,6160,6970,7710,8280,8790
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,5345.01978766473,6047.84707207392,6122.37541352353,6130.31187968266,7295.34378682258,7655.59421024383,8663.02326458629,9358.78768951134
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.57868807789549,5.10677209046635,4.16109545157208,-1.65750707667169,9.19342480517756,5.53111118093285,2.62616849156352,3.64904450955625
Bulgaria,BGR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,-38.4377853531915,-42.1473924573696,-44.2430949992692,-50.7645435660545,-42.7000173632147,-38.2380459263275,-53.8180959673622,-57.2933621304539
Bulgaria,BGR,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,49.2832,46.3135,44.6358,39.4151,45.8711,49.4431,36.9706,34.1885
Bulgaria,BGR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,7.2438350558862,6.90134019828938,6.74590424327681,6.01693316252197,7.04917445804336,7.64769654654833,5.73490257494032,5.30760215797104
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,0.8438,0.7574,0.8432,0.8721,0.8457,0.8465,0.7933,0.789
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,1.6386,1.4756,1.4372,1.4116,1.7036,1.268,1.0542,1.0757
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,1.5138,1.7768,2.2138,2.1047,2.4948,2.5423,2.315,2.4662
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,4.3716,4.8173,4.582,4.4131,5.0165,4.6218,3.7797,3.7728
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,5.448,5.1754,4.7796,4.3117,4.7202,4.4888,4.1372,4.1539
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,26.27,22.9102,21.2649,17.2943,21.4732,26.0448,15.0377,11.7595
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,9.1891,9.397,9.508,8.9357,9.6145,9.6286,9.8525,10.1709
Bulgaria,BGR,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,0.0084,0.0038,0.0072,0.0718,0.0025,0.0022,0.0009,0.0005
Bulgaria,BGR,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,0.1535,0.0499,0.2062,0.0797,0.0458,0.056,0.1793,..
Bulgaria,BGR,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,-8.5627,-8.536,-8.4865,-8.4617,-8.4825,-8.3766,-8.2612,..
Bulgaria,BGR,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,0.0806,0.0806,0.0806,0.0806,0.0806,0.0806,0.0806,..
Bulgaria,BGR,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,0.1356,0.0225,-0.1188,0.1088,0.2133,-0.0719,-0.0719,..
Bulgaria,BGR,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,-9.5484,-9.6156,-9.3461,-9.3876,-9.3125,-9.2842,-8.7405,..
Bulgaria,BGR,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,0.7847,0.79,1.0167,1.0612,1.077,1.1724,1.2266,1.3014
Bulgaria,BGR,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,8.6168,8.3952,8.2081,8.1197,8.2219,8.2155,7.6278,7.3721
Bulgaria,BGR,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,2.182,2.1383,2.0754,2.2025,2.1826,2.0721,2.0641,2.0486
Bulgaria,BGR,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,0.351,0.3405,0.3321,0.3693,0.3604,0.2998,0.2498,0.2479
Bulgaria,BGR,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,1.1551,1.0623,1.0147,0.8754,1.0169,1.2283,0.8661,0.7282
Bulgaria,BGR,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,0.0144,0.0153,0.0156,0.0158,0.0162,0.0168,0.0134,0.0131
Bulgaria,BGR,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,0.0074,0.0074,0.0074,0.007,0.008,0.0081,0.0064,0.0061
Bulgaria,BGR,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,0.0097,0.022,0.0252,0.0217,0.0327,0.0293,0.0228,0.022
Bulgaria,BGR,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,0.0506,0.0491,0.0486,0.0462,0.0462,0.0459,0.0462,0.0476
Bulgaria,BGR,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,4.8466,4.7604,4.6891,4.5816,4.5589,4.5153,4.359,4.2588
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,0.0747,0.0768,0.0799,0.0761,0.0828,0.0821,0.0836,0.0866
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,0.1132,0.1116,0.1096,0.1171,0.1095,0.1114,0.111,0.1108
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,0.104,0.1026,0.1,0.0819,0.109,0.1226,0.0781,0.0639
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,0.2592,0.2535,0.2501,0.2327,0.2533,0.2578,0.2098,0.2007
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,0.0191,0.0203,0.0207,0.0208,0.0213,0.0222,0.0176,0.0172
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,0.0011,0.0009,0.001,0.0008,0.0007,0.001,0.0009,0.001
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,0.0761,0.0787,0.0778,0.0802,0.0811,0.078,0.0722,0.0734
Bulgaria,BGR,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,3.2362,3.2164,3.2939,3.377,3.3443,3.2371,3.2664,3.261
Bulgaria,BGR,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,53.0199,49.744,48.4475,43.1949,49.8594,53.459,40.9242,..
Bulgaria,BGR,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,9.19653035775284,8.84538619699177,8.73447079416618,8.02700964905103,9.09315551870123,9.70491239342581,7.70401929948767,7.24632033832286
Bulgaria,BGR,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,62.5683,59.3596,57.7936,52.5825,59.1719,62.7432,49.6647,46.6766
Bulgaria,BGR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,20.0337858184501,19.7159830127087,17.5380256575647,17.1474236131426,..,..,..,..
Bulgaria,BGR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.8946743201431,..,..,..,..,..,..,..
Bulgaria,BGR,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,0.108280911899017,..,..,..,..,..,..,..
Bulgaria,BGR,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,7.08094705473766,..,..,..,..,..,..,..
Bulgaria,BGR,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,89.4013970773246,..,..,..,..,..,..,..
Bulgaria,BGR,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.0622253325954594,0.0610570091995283,0.0421168946066212,0.0269688819823975,0.0564323535361551,..,..,..
Bulgaria,BGR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,24.2,26.5,26.54,28.11,26.53,26.1,29.77,..
Bulgaria,BGR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2732.22244053467,2764.27513129547,2771.124202737,2664.55152991688,2918.91641380678,2968.65663426552,2604.19104505407,..
Bulgaria,BGR,Energy intensity level of primary energy (MJ/$2021 PPP GDP),EG.EGY.PRIM.PP.KD,5.11,4.97,4.72,4.68,4.72,4.72,..,..
Bulgaria,BGR,Firms adopting energy management measures to reduce emissions (% of firms),IC.FRM.ENGM.ZS,..,..,..,..,..,..,22.06427956,..
Bulgaria,BGR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0,0,0,0,0,0,0,..
Bulgaria,BGR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,17.1,19.6,19.3,21.1,20.4,..,..,..
Bulgaria,BGR,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,14193901552.2127,14699335925.1003,14771949958.8447,15396677101.7046,17507898595.6373,22901424729.94,23202277874.6102,23951372962.9027
Bulgaria,BGR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.8,99.1,99.4,99.8,99.9,100,100,..
Bulgaria,BGR,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..,..,..,..,..,..,..
Bulgaria,BGR,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,25.3718334275968,25.7618195151323,26.1796116574521,26.6688762899648,26.9084276943029,27.0871697328392,27.0998129478936,27.0296994159877
Bulgaria,BGR,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1266840,1272418,1276937,1280968,1284311,1286789,1288114,1287540
Bulgaria,BGR,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..
Bulgaria,BGR,Urban population,SP.URB.TOTL,4993096,4939162,4877601,4803232,4772895,4750548,4753221,4763427
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.3904571533203,73.600212097168,73.7162322998047,73.3239898681641,73.346765618041,73.4799164005224,73.7322671584613,73.9499356882481
Bulgaria,BGR,Urban population growth (annual %),SP.URB.GROW,-1.02990764186942,-1.08604770687718,-1.25421805522404,-1.53644759703136,-0.633598562114185,-0.469305922567666,0.0562513687039865,0.214487368088234
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,35.5011053795136,35.6208548268239,35.7406042741341,35.8603537214444,35.9801031687546,36.0998526160649,36.2196020633751,..
Bulgaria,BGR,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,0.265773225929047,0.24613036929239,0.220943539056,0.199737752823464,0.171861677306964,..,..,..
Bulgaria,BGR,Land area (sq. km),AG.LND.TOTL.K2,108560,108560,108560,108560,108560,108560,108560,..
Bulgaria,BGR,Forest area (sq. km),AG.LND.FRST.K2,38540,38670,38800,38930,39060,39190,39320,..
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,62.6701179071481,61.816488577745,60.9499447310243,60.3417096536478,59.9419767870302,59.5532148120855,59.3827929255711,..
Bulgaria,BGR,Rural land area (sq. km),AG.LND.TOTL.RU.K2,..,..,..,..,..,..,..,..
Bulgaria,BGR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,28.3,28.3,32.8,33.1,33.1,33.1,33.1,35.6
Bulgaria,BGR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,34.7,34.7,40.6,41,41,41,41,44.3
Bulgaria,BGR,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.3294030950626,46.3338246131172,46.3983050847458,46.4904200442152,46.4904200442152,46.2601326455416,46.0850221075903,..
